Soil Type,Average Temperature (°C),Average Rainfall (mm),Sunlight Hours (hours),Historical Crop Yields,Predicted Crop Type,Predicted Crop Yield,Confidence Score for Prediction
Sandy soil,16.0217777962344,1882.96282142371,5.59484999556808,2.9952774141345,Fruit/Vegetable,Medium,0.529125747279996
Black soil,38.7367817304766,2238.62126752691,9.32246696890696,4.48673415592646,Pulses,High,0.963793601258886
Clayey soil,29.7776042324191,2321.77635971722,9.85547048777977,1.00319864765145,Cereal,Medium,0.733404427301515
Black soil,27.9284170496903,1775.94270212706,10.4591371072867,4.82783109666011,Commercial,Low,0.646538764137986
Red soil,21.6827125382835,1371.80995494028,4.909652220559,1.2921863031636,Pulses,Low,0.711799879330992
Loamy soil,34.8987021867298,1711.86243945851,4.16121144274919,1.5853465023598,Commercial,High,0.546636264893588
Clayey soil,29.9761065152532,1969.37733365438,4.8506650470961,2.66499007247895,Pulses,Medium,0.72880386098155
Loamy soil,28.0693834280604,2037.64233657743,4.72723696301274,1.55515355349152,Cereal,High,0.511402807580808
Red soil,38.9348965058357,1486.15983417461,7.61166184962337,2.82295524712856,Commercial,Low,0.997133151946198
Black soil,34.5391896462023,790.923671513926,4.76417387061051,4.65537499441972,Cereal,High,0.784138038506466
Black soil,28.7172741517337,1502.93045542747,4.52647881297178,2.80705522552988,Pulses,Low,0.953206869701989
Loamy soil,18.7764496066764,1811.39608834003,4.23152109040321,1.76165366712112,Fruit/Vegetable,Low,0.87833694071326
Sandy soil,31.7480732998288,2243.04987311287,8.72913146076115,1.68488653665889,Commercial,Low,0.743858810725401
Sandy soil,22.6344234083136,637.539437140648,10.8981803573792,1.83962298984497,Cereal,Low,0.681399282159147
Red soil,30.9136595252199,2873.59833797305,6.80865227162265,2.08306711904043,Commercial,Low,0.80046194078511
Loamy soil,30.5680615431787,954.315388399763,7.38427270544286,4.54971600610011,Pulses,High,0.974608280559884
Sandy soil,29.218580755244,1384.41160622108,8.11639998222152,3.91843589090276,Commercial,Low,0.765652323306039
Red soil,33.8450309628577,2314.39981120958,5.50835572684554,4.23281504384405,Commercial,Medium,0.761816342860331
Clayey soil,28.4543630888234,1721.7316478809,6.08945668397326,4.01302633286047,Fruit/Vegetable,High,0.931071966160449
Sandy soil,30.773530661258,1261.66783780642,5.55506406953476,3.62035498888418,Commercial,Low,0.777951015605826
Clayey soil,33.5320080690326,1116.96411636932,10.1574250035201,4.93275841590843,Fruit/Vegetable,High,0.881960714161201
Black soil,35.4484057869953,1985.42565486983,4.48934180509349,1.67615657287484,Fruit/Vegetable,Low,0.739086757975594
Black soil,34.1684051836841,1733.88399218554,5.65118811873466,1.71849596047277,Commercial,High,0.891354940098888
Clayey soil,31.7566218779519,2761.72554329146,7.9974004880593,4.2896170664629,Commercial,Medium,0.791055360589611
Clayey soil,31.0392015731248,1705.54806535837,7.30836589998573,1.82987940133451,Pulses,Low,0.533924222907341
Red soil,31.8197506146101,2349.49490198754,11.4103391602787,2.66492193141836,Commercial,Low,0.962645809032523
Loamy soil,34.7159376322409,792.161856609632,10.359288769423,4.85422393115141,Commercial,Medium,0.577221051189303
Black soil,38.6069024650423,802.262770670472,5.18755988345396,2.28778892065033,Fruit/Vegetable,High,0.672128663640133
Clayey soil,16.7444709176271,1937.79413740106,4.67800303740092,3.4103004497579,Fruit/Vegetable,Medium,0.957074555843441
Clayey soil,31.2615728531948,1710.96793928728,8.38594830813788,3.95460092031205,Cereal,Low,0.93868792807677
Sandy soil,35.7581084867355,1698.81644504256,6.39565137802274,2.73965131349887,Commercial,High,0.916281734815429
Sandy soil,34.036895769054,790.792663664509,6.16865178701769,4.66615936803876,Commercial,Medium,0.737700920426004
Sandy soil,25.4434681724134,2714.44920575916,8.65212895973156,4.8626816408936,Commercial,High,0.686608451540694
Red soil,18.3722035201884,1078.61369550171,4.52984435191049,4.4132220769173,Pulses,High,0.544859493899381
Loamy soil,16.6106528689114,640.700942367032,5.4451510972564,3.05689111860262,Commercial,High,0.707446786040783
Loamy soil,17.9618898275249,1330.839152384,11.9194598477059,2.04023886223349,Pulses,Low,0.938063598175227
Sandy soil,31.0816495454382,2118.29051308873,5.60467117216982,2.17527716029998,Fruit/Vegetable,Medium,0.742911557965305
Black soil,17.0473231417445,2441.07656597751,6.34979463304972,3.64967046022962,Pulses,High,0.658760334367643
Clayey soil,37.3184219239245,2616.35839086153,5.50480477595556,1.31479997431063,Fruit/Vegetable,High,0.988560048509659
Black soil,35.068527178159,1230.78093471766,6.1497668522181,2.82585890773081,Cereal,Low,0.726765648494322
Black soil,34.4647820546582,827.673774419222,4.13016165046841,2.21688016114395,Fruit/Vegetable,Low,0.99711581133299
Sandy soil,34.903878372816,1955.54739275183,10.7294199179289,2.64531737928233,Cereal,Medium,0.876864348777767
Loamy soil,30.5561351060818,1942.97710282678,4.06981889351343,3.22936749614314,Fruit/Vegetable,Low,0.525275151285331
Sandy soil,17.9564208196964,1162.2418878966,9.14731204398748,1.71676503823749,Cereal,High,0.518648217681525
Black soil,22.6853515887221,812.448667322932,11.4778777589969,4.13339945526819,Pulses,Medium,0.568504377525582
Clayey soil,27.2667417120825,2757.93646304658,7.90725388607354,1.52988097627798,Commercial,Medium,0.599187372786961
Loamy soil,32.5908045854082,1046.08041825796,9.68452734487105,3.94421420910028,Cereal,High,0.83498507986239
Sandy soil,36.8189420483164,1790.14795770854,11.9181766897216,2.74970100194242,Pulses,Medium,0.548219004324239
Loamy soil,29.6442036321737,2856.07994767035,7.36898117258366,2.17985773363093,Cereal,High,0.862895061793625
Loamy soil,35.1083754084022,1544.17820687337,7.82911708827207,1.44828578991554,Pulses,High,0.858414393844513
Black soil,35.7537948806144,760.87881759928,5.93743492247379,4.70007358622593,Pulses,High,0.794989668370586
Red soil,26.9948109166401,1953.1169968737,10.7816738187352,3.56300550851589,Fruit/Vegetable,High,0.545458858719453
Loamy soil,18.7882574223069,2224.39237247133,8.61987382180393,2.60733106697822,Fruit/Vegetable,Low,0.59176790418639
Sandy soil,24.7942474940707,1534.92711846419,6.59965403366427,3.14051586592031,Pulses,High,0.955213455581165
Clayey soil,30.6088430137297,1217.5434352275,8.05976236054909,1.99041712152219,Cereal,High,0.975057778173002
Clayey soil,27.4721733113726,1953.67844934123,10.9200075479544,3.23326696827374,Pulses,High,0.911999557957167
Sandy soil,25.9743816267524,1970.28752708184,7.24091268959585,2.00902798825013,Commercial,Low,0.946900748531515
Clayey soil,18.9579409864419,2714.51315623528,9.92444216200082,4.18566471376666,Commercial,High,0.608351158610549
Clayey soil,33.6240954203396,994.932477783553,5.61578067362934,2.61975218725315,Commercial,High,0.50036514307395
Clayey soil,20.2391586605061,1226.80478250363,6.31681679275038,4.85861952169385,Fruit/Vegetable,High,0.505399232771937
Sandy soil,32.5841430903164,606.958025968651,11.164739102026,2.89747353133961,Cereal,High,0.823076901767684
Sandy soil,38.560329084156,1414.0012000719,9.74625843403894,3.55649188258669,Commercial,Low,0.67994850901354
Sandy soil,27.4707132306397,1221.56965277961,8.01433552593696,4.93957744858082,Pulses,Low,0.946239403300994
Black soil,27.2487033238727,1050.3036070082,9.45548330468098,2.0125242947136,Pulses,High,0.959535025542434
Sandy soil,21.6228573595889,1717.51851910797,11.3503099961031,2.84248870981127,Commercial,Medium,0.844225090452207
Loamy soil,34.1620816084071,700.198344140351,7.74449683327068,4.63275071663248,Fruit/Vegetable,Medium,0.679458155812865
Red soil,23.9550359927406,2078.39352173096,10.4436073497381,3.97805263338111,Commercial,Low,0.531473022136581
Sandy soil,27.3817293684542,923.870754068471,9.51035598172386,3.42048815177414,Cereal,High,0.814078093739048
Sandy soil,27.7609937216351,2347.57701850697,10.9597283640004,2.09496606597487,Fruit/Vegetable,High,0.981324750750663
Loamy soil,20.6882431492239,1646.1242838165,7.13676043889545,1.13632916304016,Fruit/Vegetable,High,0.579243667755383
Sandy soil,16.1108546112317,1809.73245939088,7.99893809817757,4.43624816170682,Commercial,Low,0.988007410600952
Red soil,17.8857795855675,1942.63993992441,10.9300411143279,2.47189990155931,Cereal,Medium,0.951432099962759
Black soil,35.6466325333855,2039.97323574779,10.4294004251026,2.47925474616383,Commercial,Low,0.922510253762975
Loamy soil,31.3702680877815,833.760974801829,10.0189116568362,1.30908170862826,Cereal,High,0.939468720655621
Sandy soil,16.033577383522,2110.046065043,4.86860557139346,3.83590894753484,Pulses,High,0.705326537240464
Clayey soil,18.6029124310047,2181.1824789904,5.78688774129157,1.88187599157624,Pulses,Medium,0.635565464768296
Loamy soil,31.3266834316051,2560.719113769,8.93304448205829,2.02577756610723,Fruit/Vegetable,High,0.613833552721426
Sandy soil,31.9480533278774,1253.5879723112,4.79130365133289,3.22777981606,Commercial,High,0.831799004046899
Red soil,21.3211368827783,1880.91666583946,8.52364309109046,3.22439750533959,Fruit/Vegetable,High,0.732687083402947
Black soil,27.5625410294886,2143.26047748047,10.1122709903033,4.49022002577049,Cereal,High,0.943232137992201
Sandy soil,38.1674816425067,1271.41685438939,6.4285596884491,2.56655964225518,Fruit/Vegetable,High,0.682928688163579
Loamy soil,38.7891384489704,2204.66535204745,7.69730232793071,3.97931720270416,Fruit/Vegetable,Medium,0.624873973671728
Clayey soil,16.4317437824497,2369.69094306054,8.9579078073186,4.99284986008959,Pulses,High,0.704407401087773
Black soil,32.4460430393527,1766.98191916599,5.77182638914124,4.46243608975003,Commercial,High,0.609433439810979
Black soil,38.1410367651982,1436.54219368155,10.3433099432136,4.13446349284636,Commercial,Low,0.817048335434052
Clayey soil,26.8491810067699,2819.77498612823,10.5200135178009,1.09601174664148,Fruit/Vegetable,Medium,0.959878128984411
Red soil,37.7320017226883,1507.39286983608,4.44989753665617,2.28265666184482,Fruit/Vegetable,High,0.554767349114963
Red soil,20.325659713998,801.911613811364,8.30735182381532,4.71616673853436,Cereal,Low,0.52568622753784
Red soil,31.4508539012923,1242.67899312816,9.73408367916663,3.56979406443864,Pulses,Low,0.865511190261918
Sandy soil,26.2483010191302,2591.05676591266,11.6568341703359,3.3296650798599,Fruit/Vegetable,High,0.738086102035756
Sandy soil,39.1694321799508,778.677482111718,4.55800303767807,1.05533777818679,Fruit/Vegetable,High,0.990054519368403
Black soil,19.3183149445586,700.255371796151,6.57803549932126,4.76373435220144,Pulses,Low,0.895072452522171
Sandy soil,27.2398406888333,2163.08561448827,6.97391944383582,3.47669377828913,Commercial,Medium,0.947812633018628
Clayey soil,24.2627730046002,2338.78975296891,6.49427366433612,4.089529190071,Fruit/Vegetable,Medium,0.69915340605959
Sandy soil,27.7449223081812,896.88897393701,6.06012647478603,2.53966599522391,Pulses,Medium,0.951372786467437
Clayey soil,20.6506276387766,1944.53810219262,7.74283067760998,3.63950877363671,Cereal,Medium,0.974484197906435
Loamy soil,38.6011064120108,1196.68024094294,5.96792808444582,3.96944426057179,Pulses,Medium,0.855696708414573
Loamy soil,32.5559298874848,1991.92104097086,5.15604485859247,3.74470490267437,Fruit/Vegetable,High,0.985292441486883
Clayey soil,29.9070110421954,2887.40345856897,4.61985407340924,2.11533796580282,Cereal,High,0.705938747297098
Clayey soil,34.1372004416656,2813.76832213956,9.15395250603825,3.51082771093417,Cereal,Low,0.730973754043577
Black soil,16.7388647176289,1268.89583839706,6.37518234335524,4.16599300772191,Fruit/Vegetable,Low,0.987831631209933
Clayey soil,21.9367403233147,1702.74350032193,7.44236609572419,1.19479056496075,Cereal,Medium,0.946551348689072
Red soil,36.6287572190967,2081.5396341297,9.97905243689387,4.88224882189945,Commercial,High,0.519730864238707
Red soil,16.2148815379841,2464.63503891685,6.94000028835905,1.62437456883293,Cereal,High,0.918361237546482
Clayey soil,16.3531271743435,715.659443492845,7.8209471934996,2.02745491862455,Commercial,Medium,0.622144459307732
Sandy soil,32.4779802251179,1087.28608231326,5.27562428642208,1.24173592972414,Fruit/Vegetable,High,0.837877128280076
Red soil,30.1589516735875,2271.12586786237,9.63742073178854,3.79285617336816,Cereal,Medium,0.615196490172934
Sandy soil,38.3757247653677,1867.53892651426,5.35311680288053,2.80659982865696,Commercial,High,0.667210623792265
Sandy soil,35.1035853983851,919.993083390352,10.0958083542244,4.90158942226727,Cereal,Medium,0.93103762376116
Clayey soil,36.3199796480681,1334.4038868993,7.08471602421662,1.52459086100339,Fruit/Vegetable,Low,0.670804046749077
Loamy soil,21.764128734342,1203.65692695272,7.08560816547837,2.08871385520782,Cereal,High,0.76369308962922
Sandy soil,32.4943951865604,1773.00774263707,9.00309264826695,3.20507276485302,Cereal,Medium,0.629256943444022
Sandy soil,32.5330027940417,1138.64281092677,10.273125717014,1.89365135351856,Pulses,Medium,0.720187195538133
Clayey soil,32.8040717540704,1417.8561593529,7.05442463937586,1.62369669928679,Cereal,High,0.8853664965786
Loamy soil,19.4772148533498,988.125851319395,7.26238951981392,1.65127504569529,Pulses,High,0.634371660698333
Black soil,36.2043158371843,2267.76925231036,11.4410600208809,4.16783458003212,Fruit/Vegetable,Medium,0.861326608897855
Black soil,31.4323767538025,2350.03196841751,11.3283301530251,1.64184545014566,Pulses,Medium,0.714331446483121
Black soil,30.6227666408243,1434.54182402824,4.09813905398963,3.84587918217312,Commercial,Low,0.623576948226532
Sandy soil,39.421498474286,1223.98913827195,6.03235829913481,2.52914242894096,Commercial,Low,0.826211178326341
Red soil,17.5754752434759,1545.87112547321,8.45191068176925,3.58750818022061,Cereal,Medium,0.59393069138202
Clayey soil,29.5873549102799,2272.32811414786,5.2596681659,1.49584137876138,Cereal,Medium,0.846262169817785
Sandy soil,38.496321573468,1257.91006915953,4.20123330471611,3.02541971475284,Cereal,High,0.772965396350847
Sandy soil,18.4551892433324,1635.26270083583,10.0743028141577,4.29209226931697,Pulses,Low,0.730378841314362
Loamy soil,17.4285012922809,2997.57834681714,10.1494227824853,4.20228499284001,Cereal,Medium,0.878374108564831
Sandy soil,28.6057747422656,1700.11406616352,7.10965350685477,3.59902794821641,Cereal,Medium,0.799797156441316
Red soil,27.6259050662645,2005.72212130825,6.24364672984935,3.42343368299854,Commercial,Low,0.929558987425147
Sandy soil,29.5949295249601,879.619386225591,10.6212201185823,2.92752640323815,Commercial,Low,0.914904273481408
Black soil,23.9580720946303,2516.95144061639,9.39666518578891,2.35266869001156,Commercial,Medium,0.547216934192926
Black soil,20.3676216676606,758.968237454787,7.29080561216516,2.88998401037598,Commercial,Medium,0.65781693248382
Sandy soil,34.9115756578864,2423.36481394717,6.50666637123489,4.42387717218908,Pulses,Low,0.553166704917027
Clayey soil,27.1877413793103,902.031820529578,11.0040474861122,4.32751246103312,Commercial,High,0.629176918151522
Sandy soil,20.8184885238771,2554.0835874389,7.13299502566684,4.74885059565977,Pulses,Medium,0.915415522723541
Sandy soil,33.7782687513886,1437.54694028581,11.5485748475711,2.47365198796964,Pulses,Low,0.52248922426438
Loamy soil,20.2701093082687,835.501705118697,7.47641218562201,1.92592831384195,Commercial,Medium,0.938688114935725
Red soil,21.2828583004585,1091.07305401988,9.78149588843924,1.29573669134545,Pulses,High,0.807227164231445
Red soil,23.6601336222022,867.452826634615,4.90626558612986,3.90282403887231,Cereal,Low,0.894816458138155
Red soil,34.3646246250505,1748.90288141186,5.80724530376488,2.77024683111083,Pulses,Medium,0.954162851961689
Clayey soil,30.6367673055253,1882.61177946744,4.14281352698041,1.12076549994078,Pulses,Medium,0.88491185855738
Clayey soil,20.4506654304686,2547.74729934461,6.27189492463844,3.06151757115761,Commercial,Medium,0.754008498936067
Sandy soil,34.1709761668613,987.395597633501,4.77019650062579,1.76748216158787,Pulses,Low,0.912149496468706
Clayey soil,25.3258202409794,1780.39206863558,8.42834026134337,1.77794824032799,Fruit/Vegetable,Medium,0.826054486836878
Sandy soil,36.6351340801228,1603.27317263071,7.84184502630728,3.86220745805807,Pulses,Medium,0.989774111390773
Red soil,32.1088447031997,1506.13886649923,8.29072044354898,2.79150200721309,Pulses,Low,0.883629025715954
Sandy soil,27.7640113655693,536.433744370006,4.95340450287315,3.65113702157411,Cereal,Low,0.736538260892623
Loamy soil,15.6518676151694,1420.85284760447,9.6557042314541,1.15669338683623,Pulses,Medium,0.844525930086554
Loamy soil,23.273321703359,1514.81007810775,4.81421976783999,2.11678551549559,Commercial,Medium,0.959897350035799
Sandy soil,22.4242803124669,2586.35904284799,9.58583378815593,1.12332354652338,Fruit/Vegetable,Medium,0.962096704257723
Black soil,23.7717740364167,626.76095070293,5.05539710434833,2.29315850152185,Fruit/Vegetable,Low,0.80771199796178
Black soil,28.8820909523415,2830.02976445739,4.29490686126263,3.42000345020191,Pulses,Medium,0.760718493035644
Clayey soil,33.2691927215382,693.876771833575,5.35429639218484,1.23707689793297,Cereal,Medium,0.635796257748447
Red soil,26.8756020704552,824.089940545254,10.1890975900595,2.45662793817876,Commercial,High,0.681134694213708
Black soil,37.66167397956,1182.0240201785,4.47337198834819,3.81778068296984,Commercial,Medium,0.674498908705825
Loamy soil,28.9045128563256,1996.80775413563,8.32816580909637,1.5356138979697,Cereal,High,0.531035487833388
Black soil,34.4158673051612,702.467840695831,9.92797886727219,3.88314340831883,Fruit/Vegetable,High,0.717585460234422
Clayey soil,31.0174455142702,2618.61291225607,7.8881440545023,1.2326044510989,Pulses,High,0.833874421442808
Loamy soil,34.1426049242591,1468.05447092036,11.7909267253027,2.90327956841353,Fruit/Vegetable,High,0.957265299324643
Clayey soil,23.5177381400541,2422.15812236303,9.25015529907615,1.00145918479343,Cereal,Medium,0.751380029548888
Red soil,25.6783833517736,891.100938166063,7.42778053194748,3.77554335502748,Pulses,High,0.883374471741226
Sandy soil,17.255927502191,2023.18549777093,6.09814648673874,1.22687757766277,Pulses,Medium,0.649480632598762
Black soil,26.1747090650098,577.068116351746,8.68896741099084,1.81062914460812,Fruit/Vegetable,High,0.846103116275851
Loamy soil,28.3283607455676,636.964200409103,4.32887986002785,4.41132735634422,Pulses,High,0.966791268111925
Black soil,36.2637000387562,500.393543564073,4.80844882158312,3.33370408804042,Cereal,High,0.596631993719148
Sandy soil,35.9910745925565,2186.53888161413,6.26727250683458,2.31454283354583,Commercial,High,0.791680193573392
Loamy soil,38.94715516396,1749.45353102648,10.1644162395666,3.60328331365711,Fruit/Vegetable,Low,0.714645274785142
Clayey soil,23.8582041318596,1305.03443878474,5.13648543581154,4.94180932791088,Commercial,Medium,0.63858821666439
Red soil,24.6126475364487,1206.07282001408,6.50623698039487,3.75792146035878,Cereal,High,0.50638629959198
Red soil,15.7690723266293,1882.28669046302,7.68230679895265,4.46235870835661,Pulses,High,0.937250483750824
Red soil,30.2057637962876,623.069574807871,5.70741160943942,2.054499761142,Cereal,Medium,0.968182325309858
Black soil,15.5800396693377,2383.69644083436,10.5182422143823,2.04424527758521,Fruit/Vegetable,Low,0.85445430475316
Loamy soil,26.4106289339776,2838.900731332,4.99389979702582,3.61526297015317,Cereal,Low,0.902203171831473
Clayey soil,34.1399628529404,2529.48549862334,10.1022899106832,3.43130915278819,Cereal,Medium,0.510204446694443
Clayey soil,25.9195329556916,1136.1071550995,10.7434353409014,2.82266434645631,Fruit/Vegetable,Medium,0.687214853213363
Black soil,35.3189344335859,2166.78480348399,6.99795975471332,2.22601740715686,Fruit/Vegetable,Medium,0.897105366432948
Black soil,25.723286576997,2511.04162794098,7.19414045666326,1.06867665055551,Fruit/Vegetable,High,0.781950563949132
Red soil,27.497673161548,1079.49294354178,4.12012459734348,2.82581558333758,Cereal,Medium,0.72242433324053
Sandy soil,29.7861997018785,1989.83003998632,9.30734487815055,2.83778472822081,Cereal,High,0.59025390653151
Black soil,39.6341157320402,1131.77336465641,11.8106593410882,1.92444477300492,Fruit/Vegetable,High,0.695083739155348
Black soil,16.7419720337253,1953.30742767003,10.148235660763,1.54531964884685,Commercial,Low,0.522621440838087
Loamy soil,21.1393921282902,801.324013434171,11.5323231507864,2.90148627359373,Fruit/Vegetable,High,0.674925127814048
Sandy soil,25.2105231367845,1405.49154633504,5.10578663731176,2.42905351810099,Cereal,Low,0.994866271503282
Clayey soil,15.1208382536861,2537.19178642877,10.5218447960907,1.77258061767131,Commercial,Low,0.645166993509559
Sandy soil,32.1472112361493,1568.40431849141,4.50995922575967,1.72616762119327,Pulses,Low,0.645970163998059
Black soil,22.4443254242633,1692.81156734714,6.63698767003606,2.24701961881674,Pulses,Low,0.988733708792272
Loamy soil,30.9236775933569,1313.10808838757,11.4721029741001,1.59366323898148,Cereal,High,0.584114206286541
Clayey soil,23.2959451337962,1417.76813038198,11.0977283104128,1.64113524945735,Commercial,Medium,0.562532746898834
Sandy soil,39.8771950261182,2350.80912247457,4.90163030735177,2.95550871876409,Fruit/Vegetable,High,0.699493935618248
Sandy soil,37.0459169456373,2969.88777680878,10.3714967152251,1.03808734193454,Cereal,Low,0.747779267687505
Clayey soil,37.4455481828983,1383.3895049471,7.59903579572656,3.96013989844524,Fruit/Vegetable,Medium,0.515736136740337
Black soil,34.7843788861816,2155.62349671249,4.68211377955784,4.91270232309658,Cereal,Medium,0.747871815032986
Red soil,26.3206224599404,826.877858987938,5.2618788142738,2.3354022194524,Pulses,Low,0.553461888483993
Loamy soil,26.6606368025034,2773.19688251291,10.0089123448926,2.61660760086168,Pulses,Low,0.594589494190742
Loamy soil,33.1981052321022,1977.6970962782,4.45381876094607,1.05610222617685,Cereal,Medium,0.916006070152325
Red soil,36.7550153191914,2271.89641855816,7.70699386316711,1.25315507206187,Pulses,Low,0.640811763126632
Sandy soil,17.3358521953153,552.541169057508,9.65246199744768,2.65860815099533,Fruit/Vegetable,Medium,0.96172201147027
Loamy soil,35.3468218746363,2045.89795751887,6.98712085822975,1.503216722359,Fruit/Vegetable,Medium,0.678676052342767
Black soil,28.4571012890382,701.62959441149,8.77316096987581,4.81130370970059,Fruit/Vegetable,Medium,0.690405486921061
Black soil,30.2330942800852,2532.2099825836,7.47570249643886,2.44487946291905,Commercial,High,0.996091999666574
Black soil,25.6283557042939,1048.04974463212,4.29606793796122,3.47618489763166,Commercial,High,0.537100947222564
Red soil,32.3155897013536,2395.69751731677,4.0791315619914,1.55343576906128,Fruit/Vegetable,Medium,0.510682195815934
Clayey soil,21.4489487333707,1827.80873908368,4.27573006985129,1.96271882771747,Pulses,High,0.52936664754028
Red soil,17.9757650513985,2281.2035938333,8.88450775177934,1.1153264189608,Pulses,High,0.721822097551298
Red soil,30.7291856744252,2171.92500182285,11.2034129937782,1.33554677665944,Commercial,Medium,0.903420117639927
Clayey soil,36.0922967582148,2378.5409014648,4.23841080922785,1.72018171273489,Fruit/Vegetable,High,0.636317614310758
Loamy soil,35.6061964507121,1001.14643028735,4.37282239974926,4.34382463998962,Pulses,Low,0.699727233663087
Black soil,18.9805248273534,1098.14951022708,7.07164675851007,3.38540196721637,Commercial,Medium,0.70776561988401
Loamy soil,32.6387014410877,1744.79511784815,7.1024319722018,3.21624988807163,Fruit/Vegetable,High,0.626260545200042
Red soil,20.559239395109,1851.08848584619,7.29372310865063,4.85790967516076,Commercial,Medium,0.845740166238649
Black soil,39.6591690777629,1721.64971193515,8.11184249525601,4.57120348928403,Commercial,High,0.526227580180606
Black soil,20.2320582882794,1668.39151694786,6.93367278058689,2.54840448884313,Fruit/Vegetable,Low,0.939213709258363
Clayey soil,26.0200343003859,2778.70498242707,11.3539534428662,2.05647373357604,Pulses,Low,0.704417262217456
Clayey soil,21.7233484958115,2397.90748474603,9.94636431647518,2.2882490454235,Cereal,Medium,0.665622875822439
Sandy soil,27.9269867515134,1364.98809501247,4.99807152157461,4.46881428578489,Commercial,Medium,0.962629277225547
Loamy soil,23.3843466811851,2496.90024335231,11.0694594760449,3.3096407683176,Cereal,High,0.967976495451481
Clayey soil,37.0016658863235,1077.57767837455,11.7656879807854,4.05246712983062,Cereal,Low,0.514870576086488
Clayey soil,37.5157269162479,2656.82284191139,5.33003398538492,2.80951232548396,Commercial,Medium,0.707096054235086
Loamy soil,28.6775359962606,1417.10993730093,4.7423948052205,4.03415145564775,Commercial,Low,0.67677196122472
Red soil,35.4131280753332,1808.66454979751,10.5085830185791,3.5715783447329,Pulses,Low,0.747437233402272
Red soil,35.5707373899485,939.973926325525,5.50485110759058,4.22838228981278,Pulses,High,0.740491070692705
Black soil,20.4482079068027,1077.96361685399,5.20591790223854,2.0117522053519,Pulses,Low,0.816621279812593
Clayey soil,35.9521994787203,2117.50009710857,10.4924033571321,1.66580116831569,Commercial,Low,0.572957846573584
Black soil,28.3901586911313,1455.979603831,11.4632752598536,3.2854499483864,Commercial,Low,0.81118123930924
Black soil,25.9985778906368,2309.91162974433,10.1489369778264,4.38542836675774,Fruit/Vegetable,High,0.59290041730716
Sandy soil,18.4486805684321,1843.36933251792,5.51197957783763,3.45711564873365,Cereal,Low,0.611081419519226
Red soil,15.4192405480838,2277.68285475742,6.90698353996431,3.77807296832473,Cereal,High,0.970015274450351
Clayey soil,15.5610833234532,629.413009978299,9.15028549090077,3.27938746961772,Commercial,Low,0.554103177919312
Red soil,19.7815204402451,1195.00749639319,4.34957149509561,2.56634491719034,Fruit/Vegetable,Medium,0.982511327471472
Clayey soil,24.4795672584017,1282.63809848973,11.7696888320449,3.05494057819855,Cereal,High,0.724649930213442
Loamy soil,38.8915758868007,1408.63658307906,8.62820319878848,4.11128962696513,Fruit/Vegetable,Medium,0.614672529114133
Clayey soil,39.9880131536359,2446.9842633296,7.29910529306815,4.47661561157599,Cereal,High,0.686777304139725
Clayey soil,33.3047565884197,1873.55127747431,7.87288275907676,4.89911685633243,Fruit/Vegetable,High,0.754116820513261
Loamy soil,20.6116729603842,1711.73205878474,4.03619970447371,1.34952768098822,Pulses,Low,0.716669445381638
Clayey soil,16.2875502891516,1281.05385869845,11.2860551215783,1.65806281716643,Pulses,Medium,0.540641243060252
Sandy soil,26.356352911889,583.165038649284,10.6707383116801,1.71963264554361,Fruit/Vegetable,Medium,0.984056601160355
Sandy soil,28.9963825018934,2990.3647780756,7.57992695482986,3.04214007159012,Fruit/Vegetable,Low,0.581264112418167
Black soil,21.9071290425395,2465.57111278802,4.31110847193636,4.34815208582439,Pulses,High,0.933443545511086
Red soil,27.292332576867,983.562708126475,10.6782481105501,3.12025247754225,Pulses,High,0.782374569097745
Black soil,39.2481035712732,1402.35277627504,8.13689627961164,3.78454094805497,Commercial,Low,0.558863209487129
Black soil,36.0945478975891,1301.36010053939,4.76916074113251,4.63979050034781,Cereal,Medium,0.753634255710219
Clayey soil,35.2900077833289,1455.17983346043,6.81000242703854,1.00193976612517,Cereal,Medium,0.920716484678868
Black soil,34.4820783660609,1548.35047111338,9.56058144639277,4.18634121222543,Cereal,High,0.73660374853397
Red soil,29.1064708093182,2466.78675157916,11.3851798737063,2.1391063531091,Cereal,Low,0.716399569529586
Sandy soil,17.893352020625,2211.605787437,7.58284015834806,2.0934395679088,Fruit/Vegetable,High,0.602758148731493
Clayey soil,25.4969274206826,2691.54024531535,9.66111741402571,2.72353408235128,Commercial,Low,0.5262430530229
Sandy soil,27.7349076791124,2966.74477295136,6.47650603488197,4.63565070905672,Pulses,High,0.997516335060304
Red soil,17.5630572762942,2371.76699327032,9.39254662523426,3.0855885033643,Cereal,High,0.717580018149606
Black soil,24.3327109373622,781.970123892535,10.6393402353031,2.23631022169136,Fruit/Vegetable,Low,0.536542463541377
Sandy soil,20.64306787868,633.737225301044,4.78263949267441,3.7275796156691,Pulses,Low,0.50683113815178
Black soil,36.405500070065,1389.41876771841,8.12787068071774,1.81083345495125,Commercial,High,0.708535205262598
Clayey soil,38.747070749442,1995.88697150426,10.5168453853361,4.19690938274365,Commercial,Low,0.931937716749933
Red soil,29.1836246057954,1964.37224004737,4.05462977956041,1.46050361298819,Cereal,High,0.938628565153305
Loamy soil,31.9651651457142,2060.32465025336,6.22950297783974,4.79657041361046,Pulses,Medium,0.666823827777317
